VENUE,FG,FGA,3P,3PA,FT,FTA,OR,DR,TOT,A,PF,ST,TO,BL,PTS,SPREAD
Road,33,77,9,30,20,24,15,25,40,17,20,8,10,4,95,7.5
Home,36,77,11,27,19,23,12,27,39,20,20,6,14,2,102,-7.5
Road,34,85,6,21,20,29,14,34,48,17,15,7,13,6,94,-2.5
Home,42,88,10,27,10,14,11,39,50,21,23,8,15,1,104,2.5
Road,49,85,15,36,16,21,8,42,50,23,30,4,15,7,129,-4
Home,37,93,10,35,25,31,11,25,36,22,20,5,9,3,109,4
Road,40,89,11,22,24,31,15,36,51,23,20,13,22,2,115,9.5
Home,44,101,10,36,13,18,15,34,49,28,23,10,20,7,111,-9.5
Road,34,85,9,24,22,24,16,32,48,16,21,7,15,6,99,-4.5
Home,36,81,11,27,19,25,4,33,37,26,18,8,13,8,102,4.5
Road,33,85,7,26,18,23,14,35,49,15,22,3,10,6,91,2
Home,42,86,8,22,13,30,12,37,49,31,19,4,8,2,105,-2
Road,45,87,8,22,20,28,16,40,56,27,16,6,16,3,118,-3
Home,41,93,13,31,15,21,10,27,37,26,19,11,10,3,110,3
Road,34,88,7,31,19,28,21,29,50,17,22,7,13,6,94,-4
Home,37,78,11,26,16,20,7,33,40,21,25,8,14,5,101,4
Road,39,91,11,27,12,15,13,39,52,22,24,3,21,7,101,8
Home,37,91,10,28,22,34,14,31,45,25,19,8,11,4,106,-8
Road,40,84,12,26,13,17,6,34,40,24,24,7,10,8,105,6
Home,30,73,9,31,21,33,8,31,39,20,13,6,10,9,90,-6
Road,40,90,13,36,27,32,12,48,60,31,17,9,12,10,120,-11.5
Home,33,103,6,23,11,12,15,34,49,13,23,5,11,4,83,11.5
Road,35,78,10,31,19,27,12,34,46,22,20,4,15,6,99,0
Home,36,87,7,17,17,24,12,27,39,19,20,7,14,3,96,0
Road,32,77,7,25,18,24,10,44,54,21,18,8,24,5,89,5.5
Home,35,86,8,29,15,21,7,30,37,25,22,16,13,9,93,-5.5
Road,38,84,12,38,11,14,6,33,39,20,21,5,11,4,99,-1
Home,36,86,4,24,17,25,16,35,51,23,19,5,15,4,93,1
Road,35,74,8,27,13,20,10,30,40,16,23,10,17,3,91,17
Home,35,75,8,20,18,25,8,31,39,24,18,9,13,1,96,-17
Road,40,80,8,19,27,32,4,28,32,19,31,10,11,2,115,7
Home,39,74,10,25,35,42,6,36,42,23,24,5,14,4,123,-7
Road,38,86,6,22,21,26,11,33,44,18,13,5,16,5,103,2
Home,45,96,9,29,8,8,10,33,43,26,23,8,13,5,107,-2
Road,45,86,11,25,11,12,5,35,40,29,16,11,9,9,112,8
Home,39,85,10,29,6,10,6,34,40,22,15,5,15,6,94,-8
Road,43,95,6,18,15,18,10,38,48,22,18,6,6,11,107,-1
Home,43,100,10,22,14,17,17,38,55,26,14,5,10,6,110,1
Road,45,92,11,27,8,11,11,29,40,29,14,11,15,6,109,-1.5
Home,42,83,14,27,13,16,6,29,35,25,17,8,17,7,111,1.5
Road,38,99,10,29,18,24,9,37,46,24,28,13,15,9,104,-5
Home,35,93,12,36,17,23,8,48,56,24,32,9,26,10,99,5
Road,44,86,13,31,18,20,8,26,34,28,18,9,9,8,119,-3.5
Home,45,89,11,20,13,18,12,32,44,30,16,3,15,3,114,3.5
Road,33,73,9,22,17,22,6,38,44,15,20,6,17,7,92,4.5
Home,33,91,7,25,14,23,11,33,44,17,19,9,11,8,87,-4.5
Road,47,90,13,29,18,19,9,29,38,27,23,6,9,6,125,11
Home,48,90,21,36,20,27,9,32,41,30,15,6,10,4,137,-11
Road,36,85,5,20,19,22,17,39,56,17,18,11,21,7,96,-2.5
Home,34,84,7,27,10,14,7,30,37,16,20,15,18,5,85,2.5
Road,45,98,15,38,6,8,12,39,51,26,22,13,13,6,111,-7
Home,34,86,10,31,14,22,9,36,45,18,12,7,19,7,92,7
Road,27,75,7,26,23,30,7,30,37,19,22,5,14,4,84,4.5
Home,40,81,6,19,21,25,10,39,49,22,19,8,13,7,107,-4.5
Road,43,88,12,23,17,21,15,23,38,28,15,14,14,7,115,3
Home,38,78,14,42,12,12,11,28,39,29,22,6,26,7,102,-3
Road,43,85,15,32,23,31,6,37,43,26,17,11,9,4,124,-9
Home,38,84,11,24,17,18,10,34,44,23,24,7,16,3,104,9
Road,28,88,9,27,18,31,14,35,49,14,22,5,10,5,83,4.5
Home,39,79,8,26,22,31,4,47,51,19,25,4,14,3,108,-4.5
Road,33,86,3,17,27,33,8,33,41,23,19,12,17,3,96,0
Home,45,83,9,24,18,23,4,41,45,27,21,10,17,6,117,0
Road,40,93,8,20,18,22,7,30,37,22,25,5,11,1,106,16.5
Home,53,86,19,36,24,35,6,42,48,47,20,7,10,5,149,-16.5
Road,32,76,7,25,30,38,5,33,38,18,21,7,9,7,101,2
Home,44,94,12,28,16,17,11,35,46,26,23,4,11,1,116,-2
Road,38,81,11,24,22,25,13,32,45,24,12,4,16,8,109,-2.5
Home,42,91,12,34,7,9,8,28,36,32,21,8,10,4,103,2.5
Road,40,88,6,29,8,10,7,30,37,26,17,10,11,4,94,-1
Home,35,80,7,23,14,20,14,35,49,18,16,5,19,7,91,1
Road,37,91,8,35,8,12,11,28,39,29,21,5,13,4,90,15
Home,43,85,20,43,22,24,9,38,47,30,16,9,14,3,128,-15
Road,43,93,8,29,17,27,10,36,46,25,14,6,13,4,111,0
Home,45,97,11,28,12,13,13,42,55,26,21,9,16,8,113,0
Road,40,90,6,21,19,26,11,40,51,24,17,10,12,5,105,-8
Home,31,78,9,22,18,22,8,40,48,18,21,7,19,8,89,8
Road,35,73,7,21,20,26,6,26,32,26,16,4,14,6,97,-7
Home,47,90,9,19,5,7,9,33,42,26,22,7,10,0,108,7
Road,26,83,8,25,8,12,6,34,40,11,16,8,14,4,68,2.5
Home,35,80,10,34,15,18,9,46,55,17,16,9,16,9,95,-2.5
Road,38,82,14,32,15,19,11,27,38,18,17,3,9,5,105,-3
Home,40,79,12,29,7,12,7,31,38,26,19,4,11,2,99,3
Road,33,85,12,31,12,18,10,34,44,17,21,8,8,8,90,6.5
Home,29,82,4,19,19,23,16,35,51,14,16,3,17,14,81,-6.5
Road,36,79,11,34,14,23,9,29,38,24,17,8,19,4,97,8
Home,48,87,11,26,11,16,9,38,47,25,19,11,14,5,118,-8
Road,48,95,13,26,23,29,7,33,40,29,21,11,13,4,132,-2
Home,48,101,12,34,21,27,13,38,51,34,21,10,16,7,129,2
Road,34,85,7,22,23,25,11,28,39,16,27,15,17,8,98,-2
Home,32,79,6,26,15,21,12,36,48,17,26,11,25,6,85,2
Road,36,76,13,23,19,29,2,32,34,20,14,3,14,8,104,4.5
Home,47,100,12,32,13,17,12,40,52,30,20,7,11,5,119,-4.5
Road,43,83,11,28,12,17,4,40,44,31,21,10,17,10,109,-12
Home,32,90,5,22,16,23,14,31,45,20,16,12,18,3,85,12
Road,40,85,21,50,16,20,8,34,42,27,19,8,14,2,117,-3
Home,39,80,9,32,17,21,4,33,37,24,18,7,14,6,104,3
Road,40,75,9,24,23,29,6,32,38,22,17,7,14,6,112,-5.5
Home,42,88,6,22,10,14,12,28,40,21,26,11,12,1,100,5.5
Road,37,99,12,32,16,20,11,36,47,26,27,9,8,6,102,6
Home,35,80,8,22,29,42,10,42,52,16,14,3,10,9,107,-6
Road,37,82,1,19,13,17,6,26,32,11,20,7,8,1,88,5
Home,42,83,8,23,14,26,10,33,43,23,16,4,10,3,106,-5
Road,37,73,9,25,27,33,2,32,34,23,19,5,6,5,110,0
Home,40,81,11,31,16,24,8,31,39,18,21,3,9,6,107,0
Road,41,89,10,35,10,12,8,24,32,22,15,8,13,3,102,14
Home,45,81,11,22,14,17,12,33,45,25,14,9,18,8,115,-14
Road,38,92,12,40,24,28,14,32,46,19,14,5,9,3,112,-12.5
Home,43,92,15,34,7,10,13,37,50,29,24,5,16,5,108,12.5
Road,39,89,13,29,29,32,10,39,49,21,25,5,12,1,120,1
Home,36,89,11,25,31,36,9,37,46,11,24,5,11,7,114,-1
Road,46,86,13,23,17,22,9,36,45,24,12,11,13,3,122,-3
Home,38,87,16,39,13,14,9,33,42,19,21,7,15,1,105,3
Road,41,86,8,24,14,20,10,43,53,24,16,6,11,6,104,-1
Home,38,92,7,28,13,17,10,36,46,24,17,6,7,5,96,1
Road,22,70,4,24,22,27,6,34,40,11,13,9,20,4,70,-10.5
Home,40,92,5,19,6,7,13,39,52,26,21,8,13,4,91,10.5
Road,30,77,5,20,16,18,10,32,42,17,19,8,13,3,81,-2.5
Home,32,77,10,27,17,20,11,35,46,19,18,7,12,3,91,2.5
Road,46,82,17,36,21,28,7,29,36,26,23,7,11,8,130,-1.5
Home,40,83,12,33,22,29,8,27,35,24,24,7,14,2,114,1.5
Road,39,88,12,35,4,10,7,31,38,25,19,5,12,6,94,-4
Home,42,95,8,20,17,20,15,38,53,20,15,7,9,2,109,4
Road,38,93,3,21,16,26,13,31,44,20,24,15,20,4,95,4.5
Home,35,85,10,25,21,26,11,38,49,22,23,11,23,7,101,-4.5
Road,36,86,14,34,9,13,12,26,38,27,21,9,14,4,95,14.5
Home,42,77,13,19,25,31,8,34,42,22,14,11,12,8,122,-14.5
Road,46,92,8,22,12,18,17,36,53,25,22,4,14,7,112,0
Home,36,91,6,19,25,28,12,28,40,20,16,9,5,11,103,0
Road,40,83,11,27,21,26,6,34,40,26,27,4,9,3,112,-3.5
Home,38,80,6,30,22,32,7,34,41,24,25,6,13,2,104,3.5
Road,36,82,9,26,23,31,9,38,47,24,14,3,13,4,104,2.5
Home,36,89,7,29,6,13,8,34,42,21,25,10,12,4,85,-2.5
Road,40,79,4,18,28,34,12,30,42,19,21,9,12,3,112,0
Home,36,81,7,19,24,25,10,29,39,26,23,8,14,2,103,0
Road,36,86,7,29,21,30,14,37,51,20,22,11,18,4,100,13
Home,37,85,12,35,19,24,7,34,41,25,20,6,14,10,105,-13
Road,45,92,12,28,10,11,9,35,44,21,19,7,11,4,112,4
Home,31,78,9,27,18,21,5,35,40,21,16,7,13,5,89,-4
Road,46,109,13,40,17,22,11,46,57,21,29,10,15,3,122,-12
Home,45,104,13,38,24,36,7,46,53,22,23,10,13,3,127,12
Road,32,75,14,39,23,31,7,28,35,17,19,7,19,6,101,-7.5
Home,46,86,7,19,19,23,10,33,43,27,22,15,17,6,118,7.5
Road,37,87,5,30,9,18,9,38,47,26,17,8,12,5,88,5
Home,38,88,8,31,21,25,13,41,54,24,17,10,8,3,105,-5
Road,39,86,6,15,11,12,9,31,40,25,21,12,13,4,95,14
Home,28,76,5,20,22,26,10,35,45,19,17,9,18,4,83,-14
Road,37,91,11,30,16,22,15,23,38,14,20,5,7,6,101,1
Home,41,74,15,28,23,27,5,35,40,23,20,4,8,5,120,-1
Road,48,87,9,20,16,21,13,39,52,28,19,4,11,8,121,7
Home,40,91,15,42,19,20,9,24,33,26,17,6,5,3,114,-7
Road,36,81,11,27,22,26,12,18,30,16,25,13,15,1,105,10
Home,38,69,16,32,28,33,10,32,42,23,25,8,18,3,120,-10
Road,33,81,2,8,28,41,18,42,60,17,24,12,23,3,96,10
Home,32,91,4,21,22,29,14,32,46,22,26,15,14,11,90,-10
Road,44,98,10,28,17,26,11,37,48,25,25,8,11,3,115,5.5
Home,46,95,12,30,22,31,9,38,47,28,22,10,13,4,126,-5.5
Road,41,91,13,32,11,15,12,27,39,24,26,8,13,3,106,3.5
Home,34,77,4,19,32,39,11,29,40,17,17,9,15,5,104,-3.5
Road,33,71,11,19,17,24,7,35,42,16,11,7,11,6,94,-10
Home,33,77,10,30,11,14,8,29,37,16,18,5,11,3,87,10
Road,41,93,9,24,15,26,11,37,48,26,25,14,6,7,106,4.5
Home,38,91,7,22,15,24,14,41,55,28,21,3,19,7,98,-4.5
Road,45,89,9,25,8,10,7,33,40,20,22,9,20,6,107,-6.5
Home,40,89,10,21,19,25,13,28,41,15,17,11,15,4,109,6.5
Road,36,72,6,14,31,35,4,28,32,19,14,3,15,4,109,7.5
Home,51,94,12,32,17,19,14,26,40,29,23,13,6,2,131,-7.5
Road,32,86,9,31,14,18,9,32,41,18,25,6,11,2,87,10.5
Home,35,74,5,18,22,31,4,35,39,24,18,5,10,6,97,-10.5
Road,36,80,15,34,24,29,14,34,48,23,18,8,18,10,111,-4
Home,34,89,12,40,13,16,12,28,40,20,22,9,17,9,93,4
Road,33,74,6,24,22,31,7,35,42,15,19,5,17,9,94,-1
Home,33,79,7,18,22,28,8,31,39,18,25,9,10,9,95,1
Road,42,89,13,31,16,24,14,33,47,33,32,7,11,3,113,4.5
Home,28,69,9,24,29,39,6,30,36,12,24,5,18,3,94,-4.5
Road,44,86,8,19,15,19,13,27,40,16,15,7,6,2,111,9
Home,40,73,17,30,13,17,5,26,31,24,14,5,11,8,110,-9
Road,48,108,14,44,22,30,15,41,56,26,28,11,19,4,132,9
Home,43,104,12,44,29,37,13,41,54,31,27,12,17,7,127,-9
Road,37,78,13,26,18,26,7,40,47,24,20,8,10,3,105,0
Home,36,95,9,32,7,10,15,31,46,24,18,3,10,6,88,0
Road,33,88,6,26,20,25,14,37,51,22,16,9,14,10,92,7
Home,36,88,11,28,14,15,11,34,45,25,22,10,13,9,97,-7
Road,32,93,6,26,10,17,19,27,46,16,18,6,16,2,80,10.5
Home,45,83,12,29,11,13,7,37,44,25,18,8,10,5,113,-10.5
Road,41,88,10,28,22,24,13,30,43,25,25,6,14,6,114,3.5
Home,41,86,12,31,24,30,11,32,43,26,18,9,15,6,118,-3.5
Road,45,83,10,26,5,10,6,27,33,30,15,5,18,1,105,-2
Home,47,96,3,18,14,17,16,33,49,31,16,11,12,4,111,2
Road,45,88,10,24,14,16,12,35,47,27,18,6,9,7,114,-3.5
Home,39,85,5,20,13,21,10,30,40,21,14,5,11,4,96,3.5
Road,48,89,17,29,8,12,11,43,54,28,15,4,15,3,121,3.5
Home,32,88,6,24,15,20,6,26,32,22,12,6,7,2,85,-3.5
Road,41,81,7,11,16,18,9,34,43,25,26,13,18,3,105,9
Home,39,80,8,20,21,33,12,25,37,27,17,11,15,4,107,-9
Road,45,88,17,37,21,25,10,31,41,25,14,11,11,7,128,0
Home,46,104,9,31,9,16,24,30,54,22,20,5,16,4,110,0
Road,34,91,11,41,24,33,10,36,46,21,26,6,14,5,103,9.5
Home,40,85,6,24,26,36,7,39,46,25,24,9,11,10,112,-9.5
Road,48,106,10,27,19,22,14,37,51,32,19,10,10,10,125,6
Home,44,101,14,36,18,26,13,37,50,30,16,6,14,8,120,-6
Road,35,88,7,28,7,14,13,25,38,21,13,7,18,5,84,8.5
Home,53,92,13,24,9,11,12,36,48,28,17,14,12,7,128,-8.5
Road,38,76,8,26,23,29,6,31,37,22,21,5,10,3,107,-8.5
Home,35,76,15,33,21,26,8,30,38,20,23,5,15,3,106,8.5
Road,35,81,7,21,23,29,14,30,44,16,18,7,18,4,100,0
Home,41,88,10,30,11,15,14,29,43,32,19,13,11,7,103,0
Road,32,71,3,13,15,21,11,32,43,9,22,4,20,5,82,-6.5
Home,40,87,13,31,14,18,13,29,42,31,19,11,10,2,107,6.5
Road,37,83,13,24,11,14,7,30,37,19,21,7,14,5,98,6
Home,35,78,9,25,26,28,7,33,40,20,13,8,9,3,105,-6
Road,38,86,6,22,10,15,8,38,46,23,14,6,13,6,92,6.5
Home,36,89,9,24,18,24,12,35,47,19,17,6,8,9,99,-6.5
Road,41,91,11,32,16,21,14,22,36,24,29,8,14,2,109,17
Home,49,78,14,21,26,34,6,32,38,37,19,9,17,5,138,-17
Road,42,79,7,23,7,14,4,35,39,23,11,8,10,7,98,7
Home,38,86,10,27,6,13,10,34,44,16,12,8,12,3,92,-7
Road,36,98,6,28,14,19,12,39,51,15,22,8,11,6,92,6
Home,41,89,6,28,13,26,11,48,59,24,15,7,15,5,101,-6
Road,31,97,9,28,27,31,18,33,51,18,17,13,11,5,98,3
Home,39,88,11,29,17,24,14,44,58,20,25,5,18,10,106,-3
Road,39,79,5,14,28,35,5,31,36,21,24,9,9,2,111,12
Home,36,81,10,30,20,28,16,35,51,19,24,5,20,7,102,-12
Road,35,76,10,27,26,34,10,35,45,17,20,13,19,8,106,-4
Home,35,86,11,31,17,23,12,32,44,20,25,12,17,10,98,4
Road,40,84,14,32,22,27,13,35,48,21,21,4,14,3,116,2
Home,38,88,13,32,23,27,10,23,33,22,22,8,7,5,112,-2
Road,45,92,14,34,14,18,8,27,35,26,22,17,10,5,118,-5
Home,40,81,11,27,22,30,13,37,50,25,15,5,21,3,113,5
Road,37,80,10,31,18,28,8,35,43,26,27,9,19,5,102,0
Home,34,77,7,22,24,32,7,29,36,26,24,13,18,3,99,0
Road,45,93,9,24,13,18,10,28,38,25,27,9,9,8,112,6
Home,35,83,7,23,33,38,15,35,50,16,17,8,15,11,110,-6
Road,40,93,8,28,9,14,12,34,46,26,22,6,14,5,97,-4.5
Home,30,73,6,24,30,34,7,36,43,16,16,4,14,7,96,4.5
Road,42,104,13,34,13,21,13,48,61,23,22,8,14,4,110,6.5
Home,39,99,10,32,20,21,6,48,54,21,15,7,11,7,108,-6.5
Road,42,99,11,32,11,12,10,32,42,27,20,7,11,4,106,4.5
Home,34,76,12,38,27,31,7,39,46,20,14,8,16,7,107,-4.5
Road,40,79,3,18,26,28,9,44,53,21,19,2,12,5,109,-4.5
Home,37,89,13,36,14,18,9,26,35,23,19,4,7,2,101,4.5
Road,38,80,13,32,18,29,11,28,39,26,18,5,12,7,107,-2.5
Home,39,87,5,14,18,23,15,28,43,15,23,8,10,1,101,2.5
Road,35,85,3,15,33,35,9,31,40,20,21,10,14,5,106,14
Home,54,104,14,37,20,26,16,38,54,45,22,12,11,13,142,-14
Road,43,83,12,26,26,36,8,35,43,24,18,7,11,12,124,4
Home,44,93,11,23,17,24,10,32,42,20,25,5,10,2,116,-4
Road,48,98,7,25,11,16,18,35,53,22,18,6,10,6,114,1.5
Home,38,89,11,25,16,27,16,30,46,21,16,8,10,4,103,-1.5
Road,33,75,2,15,23,32,9,36,45,15,20,6,14,7,91,5
Home,40,88,8,21,14,21,9,35,44,24,23,10,9,5,102,-5
Road,32,82,14,41,13,26,9,36,45,21,27,5,16,7,91,8.5
Home,33,86,2,17,28,35,12,41,53,18,25,8,13,5,96,-8.5
Road,39,74,11,24,16,19,3,32,35,21,20,8,11,3,105,-4
Home,36,82,7,20,12,18,11,30,41,19,20,4,15,2,91,4
Road,39,84,6,18,21,25,12,29,41,14,28,5,17,0,105,8.5
Home,36,73,12,27,28,32,6,29,35,23,23,7,15,7,112,-8.5
Road,34,89,4,27,5,8,7,50,57,21,18,3,12,8,77,4
Home,30,88,6,21,21,29,5,46,51,13,11,7,5,2,87,-4
Road,43,84,7,26,24,29,11,38,49,29,19,7,10,4,117,-3
Home,30,81,11,26,16,24,8,29,37,20,26,7,12,1,87,3
Road,42,105,11,37,16,21,26,32,58,18,24,7,17,2,111,-4.5
Home,41,85,9,26,25,31,10,32,42,18,19,11,15,5,116,4.5
Road,34,80,11,27,16,20,8,26,34,20,16,6,16,6,95,6.5
Home,43,88,4,19,13,15,14,33,47,27,20,9,14,9,103,-6.5
Road,37,85,17,40,16,19,10,34,44,25,22,7,15,4,107,2
Home,40,77,10,24,25,37,5,36,41,19,13,8,10,7,115,-2
Road,34,87,5,20,22,27,14,25,39,14,22,13,27,4,95,11.5
Home,51,94,15,36,17,21,15,37,52,35,22,20,20,2,134,-11.5
Road,39,80,22,40,26,31,10,36,46,23,18,11,12,4,126,-7
Home,35,87,11,31,13,15,13,30,43,22,22,6,16,3,94,7
Road,47,84,10,22,16,21,6,35,41,28,23,10,14,3,120,-2
Home,32,78,10,30,15,20,9,31,40,17,22,7,20,5,89,2
Road,35,78,7,23,32,41,12,37,49,16,16,11,18,3,109,-3
Home,34,85,9,33,17,18,9,31,40,17,31,14,19,4,94,3
Road,42,88,7,30,24,29,12,33,45,32,24,12,11,4,115,-3.5
Home,36,91,8,26,18,24,17,29,46,15,24,4,14,2,98,3.5
Road,45,88,9,28,11,15,16,27,43,19,26,3,13,2,110,8
Home,43,87,12,27,26,33,16,26,42,25,19,5,8,5,124,-8
Road,31,76,7,32,16,24,14,31,45,24,24,8,27,2,85,5
Home,35,78,6,19,16,17,8,27,35,21,20,11,18,3,92,-5
Road,25,82,7,28,29,40,13,39,52,13,23,6,12,3,86,3
Home,31,87,6,20,20,30,15,43,58,13,28,8,12,2,88,-3
Road,39,91,12,40,9,13,11,35,46,27,20,8,10,8,99,9.5
Home,33,84,7,25,15,22,11,36,47,18,17,3,12,2,88,-9.5
Road,39,80,12,29,16,23,9,38,47,26,23,10,16,4,106,-5.5
Home,37,89,10,38,15,21,12,34,46,20,22,8,15,2,99,5.5
Road,39,97,9,28,4,5,11,33,44,21,18,11,12,8,91,-3
Home,35,80,4,17,21,27,10,40,50,24,13,7,19,5,95,3
Road,34,91,9,34,11,14,9,31,40,22,17,6,8,2,88,7
Home,41,85,9,22,18,23,13,46,59,23,13,4,12,5,109,-7
Road,31,90,6,27,16,21,23,23,46,18,18,6,13,3,84,13
Home,46,83,9,24,13,19,11,36,47,23,16,7,11,9,114,-13
Road,34,82,9,20,24,27,8,42,50,12,22,9,11,2,101,2.5
Home,31,83,17,42,15,22,8,38,46,24,18,5,13,4,94,-2.5
Road,40,84,12,34,22,29,9,37,46,32,11,7,17,8,114,2
Home,44,94,12,28,10,14,9,34,43,26,25,11,15,5,110,-2
Road,36,92,11,42,19,30,16,36,52,26,24,9,15,1,102,1
Home,34,81,7,28,24,31,9,37,46,18,19,9,17,5,99,-1
Road,42,84,14,29,19,23,11,31,42,23,23,6,7,1,117,-1
Home,37,78,3,16,13,20,7,30,37,19,16,4,12,2,90,1
Road,32,69,14,25,25,26,4,34,38,21,18,5,13,4,103,-4.5
Home,39,80,15,32,18,24,6,28,34,23,19,8,8,1,111,4.5
Road,45,95,13,30,16,21,9,35,44,26,24,8,7,9,119,3
Home,40,87,9,26,26,34,10,39,49,18,21,4,15,2,115,-3
Road,36,84,10,29,21,25,12,42,54,22,25,3,16,6,103,4
Home,35,87,7,28,23,27,6,33,39,24,20,10,7,1,100,-4
Road,40,79,13,25,12,15,7,33,40,22,21,1,20,3,105,4.5
Home,40,88,8,21,22,28,12,28,40,29,17,10,9,4,110,-4.5
Road,47,83,8,19,19,25,9,35,44,25,20,2,12,4,121,-1
Home,43,88,11,27,16,24,5,26,31,27,18,7,5,5,113,1
Road,40,82,16,37,15,16,9,32,41,22,20,6,17,4,111,1
Home,40,83,15,29,23,28,10,29,39,24,13,11,13,9,118,-1
Road,39,86,10,27,17,24,12,27,39,24,24,5,14,0,105,7.5
Home,42,73,13,31,19,28,7,33,40,25,24,8,17,2,116,-7.5
Road,42,91,5,20,11,18,14,29,43,25,22,5,12,5,100,9.5
Home,38,84,1,8,28,31,12,35,47,17,15,8,11,6,105,-9.5
Road,34,77,9,27,12,20,10,32,42,15,23,6,23,8,89,-10.5
Home,38,87,8,26,26,29,11,36,47,23,19,10,10,5,110,10.5
Road,32,79,11,34,12,14,6,26,32,18,18,7,9,3,87,13
Home,37,74,19,37,16,22,10,38,48,31,16,4,15,1,109,-13
Road,36,87,7,27,22,25,11,36,47,21,16,6,16,2,101,14.5
Home,50,94,14,26,16,18,8,41,49,38,18,11,10,7,130,-14.5
Road,34,90,9,26,7,13,12,22,34,17,14,10,10,4,84,7
Home,37,77,13,29,17,18,13,41,54,23,16,9,22,10,104,-7
Road,40,83,8,19,17,26,8,26,34,25,15,3,16,1,105,13
Home,54,94,17,36,8,9,9,31,40,34,22,10,10,2,133,-13
Road,38,68,7,17,14,17,5,37,42,24,13,11,20,4,97,12.5
Home,32,82,5,19,10,14,10,24,34,15,18,15,15,2,79,-12.5
Road,40,90,11,32,5,8,12,28,40,28,22,9,13,4,96,4.5
Home,41,83,3,21,14,27,15,34,49,17,9,9,12,7,99,-4.5
Road,38,83,13,32,27,30,6,31,37,30,24,9,8,4,116,-9.5
Home,36,81,9,24,27,36,16,35,51,17,21,3,14,2,108,9.5
Road,38,97,16,40,28,35,14,35,49,24,27,12,11,4,120,4.5
Home,44,96,14,41,17,26,14,43,57,21,27,6,16,3,119,-4.5
Road,41,84,10,22,26,31,8,36,44,21,15,9,10,11,118,-2
Home,42,88,10,28,18,22,9,32,41,26,22,7,14,1,112,2
Road,28,84,10,26,28,32,9,37,46,16,15,8,13,4,94,1
Home,43,88,17,36,7,10,5,37,42,24,21,4,11,11,110,-1
Road,42,89,4,24,12,17,12,25,37,27,20,8,11,3,100,8.5
Home,42,81,14,25,24,28,14,32,46,26,18,7,14,2,122,-8.5
Road,39,84,5,23,18,22,10,27,37,17,22,8,14,1,101,1
Home,45,88,9,26,13,19,11,36,47,25,18,6,11,3,112,-1
Road,42,80,7,20,27,36,6,35,41,21,27,9,19,4,118,15
Home,42,91,17,43,21,36,11,28,39,23,25,10,14,5,122,-15
Road,35,83,7,25,15,18,20,23,43,19,15,6,16,3,92,-1
Home,45,77,12,26,10,12,8,26,34,22,15,9,9,7,112,1
Road,44,87,10,21,22,25,13,29,42,25,24,6,15,7,120,9
Home,42,89,11,23,26,28,13,25,38,26,20,9,12,8,121,-9
Road,33,84,10,23,16,21,17,22,39,18,16,12,19,3,92,7
Home,47,84,10,23,12,21,13,34,47,23,20,16,21,6,116,-7
Road,35,86,4,22,12,15,11,32,43,19,23,10,15,6,86,12.5
Home,37,81,12,31,17,23,10,36,46,21,16,8,17,4,103,-12.5
Road,51,87,15,34,14,20,5,23,28,36,17,8,9,5,131,6.5
Home,45,89,11,28,19,21,13,32,45,29,16,6,15,4,120,-6.5
Road,38,86,6,21,17,22,15,34,49,24,14,3,14,8,99,7
Home,38,87,4,15,14,19,13,29,42,20,16,7,9,6,94,-7
Road,42,95,14,34,15,19,9,36,45,30,12,6,12,5,113,-10
Home,39,82,14,35,17,21,6,39,45,26,18,12,17,11,109,10
Road,38,97,7,20,28,38,11,32,43,23,27,10,13,4,111,-3.5
Home,38,93,9,30,28,33,16,45,61,13,28,9,17,7,113,3.5
Road,33,87,8,27,21,28,16,27,43,18,21,10,21,2,95,-1
Home,43,80,8,23,20,27,8,29,37,23,26,11,14,9,114,1
Road,41,87,10,29,31,36,15,24,39,21,20,9,9,3,123,-8.5
Home,43,86,9,29,19,25,14,29,43,29,27,5,14,4,114,8.5
Road,38,74,14,33,16,21,5,28,33,25,18,7,18,8,106,0
Home,45,87,5,18,14,17,12,29,41,27,18,15,14,3,109,0
Road,37,74,13,25,26,37,7,35,42,21,20,6,11,5,113,-8.5
Home,42,89,14,33,10,20,12,27,39,29,29,5,8,1,108,8.5
Road,33,89,9,27,14,17,6,32,38,14,21,8,8,5,89,1
Home,37,82,7,25,14,25,14,44,58,23,16,4,15,6,95,-1
Road,35,91,6,27,21,34,18,31,49,11,26,8,10,6,97,1.5
Home,33,86,11,35,30,40,19,42,61,19,26,7,15,4,107,-1.5
Road,28,75,9,25,20,31,7,32,39,10,16,10,11,2,85,-7.5
Home,35,81,12,23,11,16,14,41,55,22,27,9,16,3,93,7.5
Road,39,92,11,32,9,11,12,28,40,27,16,8,15,7,98,9.5
Home,50,85,22,42,10,16,8,39,47,40,11,8,16,5,132,-9.5
Road,36,71,5,17,18,22,10,40,50,18,19,4,19,2,95,-3.5
Home,32,78,8,25,13,16,6,24,30,19,22,13,11,3,85,3.5
Road,30,82,6,19,23,27,13,25,38,14,18,4,9,3,89,5
Home,42,72,13,23,12,15,4,34,38,22,22,4,14,6,109,-5
Road,37,84,10,31,17,20,8,27,35,25,13,12,12,3,101,7.5
Home,44,80,8,22,12,14,5,33,38,33,17,9,16,3,108,-7.5
Road,35,74,5,20,22,29,6,35,41,23,16,5,16,3,97,2.5
